"name","wkt"
"三人灯","POINT (139.602175 35.703787)"
"サン、スマイル","POINT (139.861948 35.713188)"
"UTAKATA COFFEE","POINT (139.6715283 35.604892)"
"ラ・フォルトゥーナ","POINT (137.005076 36.76084)"
"珈琲散歩","POINT (139.573607 35.705039)"
"フォンテーヌ","POINT (139.735591 35.703755)"
"ocio Healing space&Cafe","POINT (139.5218006 35.7023214)"
"スターバックス","POINT (137.968955 35.828807)"
"まりも","POINT (139.652953 35.856402)"
"ブルーオレンジ","POINT (139.8825641 35.7327267)"
"馬渕屋","POINT (136.688351 35.395823)"
"いる1ばん","POINT (139.365365 35.435835)"
"ダグズ・コーヒー 石垣空港店","POINT (124.245965 24.391043)"
"カフェ デ コスタリカ","POINT (132.3639293 33.9007406)"
"シーダーハウス","POINT (136.9562264 34.9665761)"
"フルーツのウメダ果樹園","POINT (136.2195302 36.062094)"
"樹豆珈琲","POINT (131.3264465 33.5313787)"
"ドットコーヒー","POINT (135.901286 34.977913)"
"ゆき農園珈琲","POINT (135.487861 34.679804)"
"Base For Rest","POINT (136.2640864 35.1518365)"
"オオカミ珈琲","POINT (133.013801 34.031611)"
"スターバックス","POINT (139.626739 35.61312)"
"ROTARY COFFEE","POINT (130.697002 32.7881415)"
"星乃珈琲店橿原店","POINT (135.762451 34.505471)"
"ドトールコーヒーショップ 新川崎京急ストア店","POINT (139.670009 35.551017)"
"ペギー珈琲店","POINT (136.948616 35.173455)"
"東亜珈琲館本店","POINT (141.649201 42.823686)"
"Cafe style","POINT (130.5833564 33.3240422)"
"SO TABLE KOBE 0330","POINT (139.619785 35.96779)"
"明楽時運是故","POINT (136.879743 35.317485)"
"自家焙煎コーヒー香珈珈琲","POINT (132.455183 34.3821244)"
"Verve Coffee Roasters","POINT (139.5543604 35.3223691)"
"よりみち珈琲","POINT (130.3794403 33.5521812)"
"コーヒーと本とレコードの店リトルトリー","POINT (136.8823912 35.1810397)"
"ダフネ本店","POINT (136.93351 35.121162)"
"サンレモン","POINT (133.802114 34.475378)"
"ダダリ","POINT (138.3447702 34.8936834)"
"星乃珈琲店原宿店","POINT (139.703268 35.671738)"
"ブラジル 東店","POINT (134.700203 34.832438)"
"カリオモンズコーヒーロースター","POINT (129.8394374 32.8328911)"
"BECK'S COFFEE SHOP 立川店","POINT (139.413796 35.69783)"
"珈琲館長居店","POINT (135.513286 34.611035)"
"珈琲・紅茶専科 カノン珈琲","POINT (137.108516 35.119822)"
"Manakope Coffee Roastery","POINT (135.9597749 35.0417547)"
"スターバックス","POINT (135.558206 34.810765)"
"大陸の洋菓子青山店","POINT (134.646558 34.845859)"
"プロント 恵比寿東口店","POINT (139.711222 35.646528)"
"東京駅 京葉線 スターバックスコーヒー  東京駅エキュート京葉ストリート店","POINT (139.767162 35.6799393)"
"Starbucks","POINT (139.82649 35.69768)"
"珈琲工房おおたに","POINT (134.8799234 34.7310444)"
"コメダ珈琲店宇都宮下戸祭店","POINT (139.881171 36.573323)"
"Connect Coffee","POINT (130.3982125 33.5951206)"
"ロンロン館","POINT (130.8468246 33.0373775)"
"田園","POINT (140.164874 38.050057)"
"カフェ・ベローチェ 京都駅前店","POINT (135.757216 34.986943)"
"倉式珈琲店 イオンタウン西熊本店","POINT (130.684596 32.763041)"
"Starbucks","POINT (139.44669 35.64997)"
"府中乃森珈琲店","POINT (139.491828 35.678439)"
"BeerCafe Kukulcan","POINT (139.0060044 36.3241897)"
"ダグズ・コーヒー アートホテル石垣島店","POINT (124.160857 24.347564)"
"ことほぎ","POINT (139.0881147 36.3836361)"
"とよとみ珈琲","POINT (134.575436 34.0652122)"
"たぶの木珈琲自家焙煎店","POINT (138.935465 37.823554)"
"BASKING COFFEE kasugabaru","POINT (130.4743135 33.5401076)"
"TSUTAYA","POINT (136.97114 34.98407)"
"エシカルランナ　タイのコーヒー＆屋台カフェ＆The Base Ethical Lanna Sinagarindra","POINT (136.900667 35.1994911)"
"タリーズコーヒー ウィズユー 箕面キューズモール店","POINT (135.490835 34.833409)"
"レインボーバードランデヴー","POINT (139.6943213 35.6407038)"
"BEANS Tasty Coffee Roasters","POINT (135.5734071 34.8161708)"
"カフェたにふぁ","POINT (124.158809 24.341028)"
"珈琲館","POINT (135.496278 34.68756)"
"創珈琲","POINT (137.040647 35.142966)"
"やなぎ亭","POINT (130.934574 33.903655)"
"自家焙煎珈琲十三軒茶屋神辺店","POINT (133.3531988 34.5471553)"
"森のしずく","POINT (130.387415 31.625577)"
"珈琲館川口北園町店","POINT (139.70573 35.857389)"
"チャーリーズジャム","POINT (141.283325 41.19067)"
"WEEKENDERS COFFEE TOMINOKOJI","POINT (135.7644913 35.0067647)"
"べに屋","POINT (136.935583 35.191731)"
"KIEFEL COFFEE 1963 なんばウォーク店","POINT (135.500109 34.667277)"
"Tully's Coffee","POINT (130.51976 33.738583)"
"水谷珈琲","POINT (139.6521984 35.5646558)"
"スターバックス","POINT (140.388212 37.400202)"
"ドトールコーヒーショップ麹町店","POINT (139.737607 35.684411)"
"Freaky Wardrobe Coffee","POINT (141.364367 43.0638871)"
"スターバックス","POINT (129.921133 32.915268)"
"高尾山天狗屋","POINT (139.256057 35.63106)"
"Starbucks","POINT (130.3233 33.58129)"
"スイートバジル","POINT (135.857925 35.040324)"
"スターバックス","POINT (138.387829 34.957888)"
"椿屋珈琲店新橋茶寮","POINT (139.757176 35.667327)"
"Repi Doll","POINT (139.704413 35.671202)"
"談話室 ニュートーキョー","POINT (139.771316 35.728369)"
"Jimmys' Paradise","POINT (140.7335758 41.8026386)"
"珈琲店ぴーぷーる","POINT (140.881354 38.249701)"
"コーヒーハウスオカダ","POINT (137.404981 34.750179)"
"fin.kissa","POINT (132.4504006 34.3965681)"
"PASSAGE COFFEE","POINT (139.7446702 35.6485016)"
"芳豆樹","POINT (139.5843994 35.9756138)"
"白金珈琲","POINT (140.518388 40.618157)"
"MORIVA COFFEE 四谷二丁目店","POINT (139.72511 35.687682)"
"スターバックス","POINT (136.201716 35.830974)"
"La Fee Delice - ラフェデリース","POINT (139.7064008 35.6667711)"
"コメダ珈琲店焼津インター店","POINT (138.304571 34.880473)"
"おいしい珈琲が飲めるお店","POINT (135.9794067 34.998338)"
"英会話かふぇカロライナ","POINT (136.4745265 34.8793829)"
"スターバックス","POINT (135.676726 34.86183)"
"うがみぶしゃ","POINT (136.887857 35.216267)"
"ドトールコーヒーショップ 岩本町2丁目店","POINT (139.776466 35.692539)"
"珈琲専科讃","POINT (139.075904 35.101679)"
"グリーンスポット","POINT (131.4942685 33.283859)"
"ミルトンコーヒーロースタリー","POINT (131.809526 34.058904)"
"星乃珈琲店辻堂店","POINT (139.440914 35.325181)"
"茶色の小びん","POINT (139.712315 35.802081)"
"珈琲喫茶セーラム","POINT (127.678894 26.218508)"
"五豆珈琲焙煎所","POINT (135.79797 34.697865)"
"ルシア","POINT (131.804681 34.051662)"
"珈琲所 コメダ珈琲店明石駅前店","POINT (134.9943089 34.647977)"
"Ds+ Cafe","POINT (135.7450276 35.0164898)"
"K3","POINT (135.764009 34.994585)"
"茶楓","POINT (139.74455 35.6657725)"
"Gochihan96 Hamburg & Coffee","POINT (135.6911114 34.8272792)"
"トミイ","POINT (139.812516 35.698888)"
"珈琲屋 真戸運永","POINT (136.5378348 35.0006073)"
"ドトールコーヒーショップ エッソ尾張旭店","POINT (137.01319 35.205701)"
"ぱぷりか","POINT (139.4147685 35.8124906)"
"けんJI珈琲","POINT (135.2256489 34.8156971)"
"あべくん珈琲","POINT (140.2814519 38.1476357)"
"星乃珈琲店大津別保店","POINT (135.889066 34.984511)"
"Tully's Coffee OKB田県店","POINT (136.943416 35.318387)"
"カフェコーデ","POINT (137.9725503 35.8361707)"
"峠の茶屋 すえひろ。","POINT (135.671375 34.665536)"
"Starbucks","POINT (139.99219 35.6847)"
"コメダ珈琲店我孫子天王台店","POINT (140.041477 35.866453)"
"MicT  ミクト","POINT (137.2511911 36.6970176)"
"藍花珈琲店","POINT (137.2596362 36.1414103)"
"バロン","POINT (136.51496 34.737326)"
"酒屋　醤　Cafe　Hishio","POINT (133.9435272 34.6640787)"
"サナエ  ゴー  サンド","POINT (133.8068461 34.0289578)"
"ドトールコーヒーショップ 立場イトーヨーカドー店","POINT (139.500061 35.413611)"
"スターバックス","POINT (139.928351 36.555121)"
"ONIYANMA COFFEE&BEER","POINT (141.3478356 43.0588294)"
"むさしの森珈琲浦和太田窪店","POINT (139.676576 35.859387)"
"珈琲 ふう","POINT (136.942177 35.383306)"
"珈琲オーダー焙煎 まめとも","POINT (133.7474688 32.4751809)"
"ジャック イン ザ ドーナツ ヨドバシAkiba店","POINT (139.773035 35.699239)"
"CAFE FACON ROASTER ATELIER","POINT (139.7046158 35.6504321)"
"支留比亜珈琲店大治店","POINT (136.821973 35.172433)"
"ザ ヴェランダ神戸","POINT (135.1921971 34.7149293)"
"自家焙煎珈琲工房ロッシュ","POINT (130.8782439 33.8832872)"
"ママビスコッティ","POINT (134.028259 34.657795)"
"陣家","POINT (136.8395876 35.4441705)"
"坂長","POINT (139.7040781 36.1927328)"
"カルディコーヒー","POINT (139.6701197 35.6439671)"
"ゆめの木珈琲","POINT (133.078493 34.39417)"
"シプレ","POINT (139.751218 35.736023)"
"Starbucks","POINT (139.60092 35.96511)"
"上島珈琲店心斎橋店","POINT (135.501563 34.677727)"
"タリーズコーヒーサントムーン柿田川店","POINT (138.903277 35.109881)"
"豆工房コーヒーロースト 横須賀店","POINT (139.6735089 35.2538784)"
"珈琲館モカ","POINT (138.1915875 36.6472055)"
"biovertecoffee","POINT (137.1649745 34.9591044)"
"ドトールコーヒーショップ 鶴岡バスターミナル店","POINT (139.83246 38.739203)"
"カフェローデストン","POINT (135.5021176 34.6775026)"
"Little cloud coffee","POINT (139.7067657 35.6677173)"
"After All Coffee","POINT (139.6976933 35.695175)"
"タリーズコーヒー 高岡射水店","POINT (137.061118 36.758906)"
"珈琲元年　鳴子店","POINT (136.9640206 35.0986336)"
"ボッサカンテイロ","POINT (134.4810274 34.0818484)"
"平澤珈琲店","POINT (139.1610781 35.2589456)"
"Starbucks","POINT (127.68811 26.21655)"
"フェアレディ","POINT (136.317419 36.304602)"
"Beck's Coffee Shop","POINT (139.773208 35.698702)"
"ドトールコーヒーショップ","POINT (139.422362 35.515333)"
"フレッシュビーンズ本牧珈琲","POINT (139.6565854 35.420696)"
"Kurumi no ki","POINT (140.7655063 43.2067626)"
"亜土里絵","POINT (129.956303 33.428288)"
"コメダ珈琲店橋本店","POINT (139.337485 35.598311)"
"Cafe青山","POINT (138.953895 36.4187725)"
"Starbucks","POINT (127.7129 26.19296)"
"倉式珈琲店 アクロスプラザ児島店","POINT (133.812733 34.467481)"
"しゃん珈琲","POINT (132.7876729 33.8286065)"
"むさしの森珈琲","POINT (139.015602 36.348985)"
"ル・プティ・ボヌール","POINT (139.861199 35.293166)"
"はづちを楽堂","POINT (136.3614384 36.2893217)"
"まーるい","POINT (133.176201 35.366272)"
"コスタリカ","POINT (137.419747 34.780219)"
"えんどう豆","POINT (132.687145 34.333018)"
"ジュピター ミュープラット神宮前店","POINT (136.912852 35.126014)"
"文化喫茶郷愁","POINT (136.905897 36.256217)"
"Muu","POINT (134.1994968 34.3219176)"
"花冠","POINT (140.4985239 35.8885394)"
"コメダ珈琲安井店","POINT (136.92183 35.210899)"
"純喫茶グリーン","POINT (135.499331 34.701376)"
"フレッシュロースター珈琲問屋甲府店","POINT (138.558789 35.676446)"
"サスナカ駅前店","POINT (138.117771 36.047368)"
"LE CHOCOLAT DE H","POINT (139.703386 35.658995)"
"果実園リーベル 渋谷ヒカリエ店","POINT (139.702397 35.658702)"
"芭蕉","POINT (139.339028 36.411671)"
"Cafe de Crie Kawaguchi Casty","POINT (139.719009 35.802346)"
"カルディコーヒーファーム宇都宮店","POINT (139.928333 36.555058)"
"Cafe Lutra","POINT (139.9584 35.7581919)"
"炭火焙煎珈琲凛イーストプラス","POINT (139.768344 35.670151)"
"スパイスカレー&コーヒー ニコカフェ","POINT (135.499096 34.697444)"
"ミコ 珈琲と髪","POINT (139.652866 35.656613)"
"あづまや珈琲店","POINT (137.0376954 35.0049558)"
"スターバックス","POINT (140.73427 40.827926)"
"コメダ珈琲店函南町店","POINT (138.937022 35.083572)"
"近江珈琲","POINT (137.018174 35.1201)"
"フラットホワイトコーヒーファクトリー長町店","POINT (140.886811 38.228369)"
"あかねや珈琲店","POINT (141.324605 43.061872)"
"澤井珈琲東京銀座店","POINT (139.765343 35.67308)"
"喫茶シャルム","POINT (130.9352014 33.9058053)"
"caffe 月の虹","POINT (136.064323 35.651829)"
"丸福珈琲店 Good Old & New Edition","POINT (135.500933 34.673913)"
"タリーズコーヒー 函館駅店","POINT (140.725245 41.775041)"
"珈琲元年稲沢石橋店","POINT (136.779259 35.261715)"
"ビオ・トープ","POINT (138.307996 34.8710131)"
"ドレスデン","POINT (136.904707 35.175907)"
"Rocco cafe’","POINT (135.1754523 34.9462799)"
"Fuuogo","POINT (131.4149203 31.8990903)"
"ノミヤ洋菓子店/五席酒場ノミヤ","POINT (139.8095861 35.7491289)"
"OGAWA COFFEE LABORATORY 下北沢","POINT (139.669961 35.663577)"
"ザ クリーム オブ ザ クロップ コーヒー 清澄白河 ファクトリー","POINT (139.8098265 35.6818598)"
"キーウエスト","POINT (141.552259 42.630503)"
"コーヒー&ハンバーガー 萩","POINT (135.703193 35.01386)"
"くりの木","POINT (134.4701451 34.8156069)"
"Swallows81","POINT (136.5411642 34.8749687)"
"まめぞう","POINT (139.6741152 35.8132712)"
"Irumagawa Coffee&Tea","POINT (139.4086447 35.8583533)"
"珈琲屋 さむ","POINT (136.7600022 35.4165687)"
"スターバックス","POINT (140.172874 35.639399)"
"ドトールコーヒーショップ","POINT (139.482137 35.350626)"
"izumicho cafe","POINT (135.5160162 34.7619432)"
"カフェ・ド・フェロー","POINT (135.277046 34.726891)"
"Greenberry's Coffee Japan","POINT (135.5115294 34.6450958)"
"オリーブ","POINT (136.898159 35.156717)"
"タリーズコーヒー 品川インターシティ店","POINT (139.742056 35.627617)"
"珈琲はる豆","POINT (140.087008 35.660383)"
"Ｃａｆｅ旅と野菜が好き","POINT (136.8645653 35.3337306)"
"カフェ バーンホーフ(福島店)","POINT (135.4779886 34.6914089)"
"KALDI COFFEE FARM","POINT (138.244752 36.398886)"
"スターバックス","POINT (136.948657 35.204762)"
"キーコーヒー株式会社","POINT (139.751086 35.665518)"
"cafe PLUS","POINT (139.6201507 35.4332744)"
"Coffee and Amasake Jarmusch","POINT (139.5184403 35.7704958)"
"スターバックス","POINT (139.803387 35.827382)"
"珈琲きらり","POINT (139.04647 37.920974)"
"信水堂","POINT (138.7531628 35.4837053)"
"ピースコーヒー土気あすみが丘店","POINT (140.26784 35.522388)"
"マーガレット","POINT (139.718204 35.726322)"
"アンドリアン","POINT (139.277611 35.381513)"
"chachaboo（チャチャブー）","POINT (140.6851064 35.8786228)"
"ブリッヂ","POINT (139.76385 35.6733869)"
"猿田彦珈琲 アトレ秋葉原1店","POINT (139.772495 35.698475)"
"幸せのパンケーキ 和泉中央駅前店","POINT (135.456277 34.461311)"
"Starbucks","POINT (137.0529 34.99821)"
"YOUR DAILY COFFEE ROASTERS","POINT (139.669771 35.653821)"
"スターバックス","POINT (139.749067 35.610846)"
"バニラカフェ","POINT (135.3796736 33.7325036)"
"シャムア","POINT (135.496616 34.674467)"
"喫茶軽食 ももか","POINT (141.052768 38.280662)"
"ベンツ103","POINT (140.4620003 36.3785275)"
"珈琲屋らんぷ 三好店","POINT (137.1134873 35.1183926)"
"松島珈琲","POINT (136.9448631 35.1697867)"
"Mount Coffee","POINT (132.4177167 34.389036)"
"マルカール","POINT (141.125673 39.28647)"
"ドトールコーヒーショップ千駄ヶ谷一丁目店","POINT (139.709952 35.678703)"
"hanahana・coffee","POINT (136.215455 36.081899)"
"アンフィニ","POINT (139.3628347 35.5452768)"
"特選珈琲","POINT (140.0972017 35.7032347)"
"ヴィラ渋民金井珈琲焙煎考房","POINT (141.158637 39.834583)"
"ステラ","POINT (136.6347742 36.5824177)"
"コパン・コピーヌ","POINT (135.4259557 34.8168686)"
"Greenberry’s COFFEE 谷町店","POINT (135.5177206 34.6855753)"
"Waste.jp","POINT (137.1211578 35.3317838)"
"アップル","POINT (131.46438 33.309867)"
"ショコラショコラコーヒー フジ志度店","POINT (134.171101 34.315604)"
"COFFEE ROASTER K-ship","POINT (134.1222954 34.2742848)"
"Haiz coffee roastery","POINT (136.9642138 36.6316253)"
"もりかわ","POINT (136.986174 36.860222)"
"珈琲専門店MUC 南花田店","POINT (135.527802 34.575414)"
"Coffee Stand Sieste/コーヒースタンドシエスタ","POINT (141.8139603 42.8817448)"
"なかむら珈房","POINT (136.7194419 34.4992777)"
"バンブー","POINT (136.841834 35.322228)"
"タリーズコーヒー芝浦海岸通り店","POINT (139.74814 35.640273)"
"珈琲詩人","POINT (140.445339 40.809526)"
"リトルハウス","POINT (140.306677 38.415599)"
"スターバックス","POINT (144.404601 43.009033)"
"暖猫","POINT (137.76715 34.72887)"
"日升庵","POINT (140.0959569 36.2123282)"
"潤＆Spice","POINT (140.420827 39.050814)"
"スターバックス","POINT (136.946961 35.05369)"
"酒井珈琲ミニヨン","POINT (138.158025 36.605908)"
"スターバックス","POINT (136.973888 35.091776)"
"伊那佐郵人","POINT (135.949874 34.4968334)"
"若葉珈琲","POINT (137.132407 34.91908)"
"Lalala珈琲","POINT (135.3082717 34.402195)"
"カルディコーヒーファーム イオン東札幌店","POINT (141.385406 43.051765)"
"カフェ・ドゥ・コリンズ","POINT (142.3591689 43.7641446)"
"IN HER LIFE","POINT (140.154593 39.664489)"
"コメダ珈琲小牧中央店","POINT (136.936157 35.284234)"
"コーヒーと。cotomono","POINT (139.6669006 35.7088307)"
"House Village","POINT (130.396698 31.5995308)"
"もうhitohanaの咲かせ方","POINT (135.7623237 35.0031239)"
"コーヒーとお酒 Sujahta","POINT (135.189901 34.689908)"
"美飲豆","POINT (139.805046 36.314094)"
"コーヒー＆トースト","POINT (139.64607 35.63564)"
"手づくり工房K&M","POINT (136.9295959 35.1058922)"
"ロンシャン","POINT (136.856747 35.211172)"
"アンデルセン","POINT (137.085468 34.949241)"
"MY珈琲","POINT (129.7437944 33.2112823)"
"樹はら","POINT (130.54632 33.392936)"
"門前喫茶 Norah","POINT (140.6698036 38.3641037)"
"TOMOCOFFEE","POINT (132.2291417 34.1718164)"
"あじさい","POINT (132.567169 34.2505)"
"ルノアール 芝大門店","POINT (139.753867 35.656716)"
"セビリヤ","POINT (129.880006 32.748839)"
"スターバックス","POINT (134.668447 34.798289)"
"COFFEE HAUS","POINT (140.855812 38.208815)"
"コメダ珈琲店船橋芝山店","POINT (140.021299 35.721639)"
"石井菓子店","POINT (140.301182 35.42691)"
"上島珈琲店御成門店","POINT (139.7527075 35.6625611)"
"大和屋浜町店","POINT (129.8784906 32.7453867)"
"熱海焙煎所 カモメ珈琲豆店","POINT (139.072581 35.096438)"
"スターバックス","POINT (139.70145 35.682805)"
"Starbucks","POINT (139.11058 37.89776)"
"ささや","POINT (138.20578 34.620842)"
"自家焙煎珈琲 beans shop Kieido","POINT (139.4723207 35.7890289)"
"あんず茶房","POINT (136.770237 35.265302)"
"ドトールコーヒーショップ 札幌時計台通店","POINT (141.352867 43.065174)"
"カフェヴェルディ - caffe Verdi","POINT (135.7708283 35.0424751)"
"Hakuba Mountain Harbor","POINT (137.8383367 36.7297967)"
"Saint Marc Cafe - Odakyu Machida North Entrance","POINT (139.4452599 35.5457689)"
"橙子猫 - Orange Cat -","POINT (139.7199442 35.7095729)"
"つながりcaffe ARTE","POINT (135.5781548 34.8179242)"
"うぐいす茶屋","POINT (130.535478 33.5199336)"
"ハニカムショコラッティー （Hanikam Chocola Tea）","POINT (130.4026957 33.5952465)"
"山ベーグル&CoffeeStand","POINT (140.4105091 38.4247981)"
"Tully's Coffee","POINT (139.44563 35.507703)"
"コーヒーラヴ","POINT (140.330085 38.246783)"
"珈琲屋豆工房","POINT (131.499733 33.290439)"
"フジコ珈琲","POINT (141.6051047 42.7995053)"
"アイマグ","POINT (140.0696392 35.5156004)"
"レマン","POINT (135.316182 34.731691)"
"コメダ珈琲店下丸子店","POINT (139.684437 35.572441)"
"伊太利亜谷山店","POINT (130.5107439 31.5162062)"
"fruitful_coffee","POINT (139.3882242 36.1409427)"
"スターバックス","POINT (139.979391 36.891639)"
"ライブコーヒー松戸","POINT (139.916487 35.77939)"
"珈琲工房すがの","POINT (138.385088 34.98266)"
"タリーズコーヒー 梶ヶ谷店","POINT (139.604798 35.594252)"
"Creer Cafe","POINT (135.3806481 34.4701964)"
"スターバックス","POINT (140.48167 40.597413)"
"観音山フルーツパーラー和歌山市店","POINT (135.1880497 34.16639)"
"Asakara GOOD STORE","POINT (135.5251167 34.6785144)"
"SR Hirakawacho","POINT (139.7398399 35.6831)"
"ギムレット","POINT (137.150425 34.986351)"
"Koichiro coffee","POINT (138.5072458 36.3224558)"
"スターバックス","POINT (136.824943 35.10352)"
"長八珈琲店","POINT (138.3870672 34.9773315)"
"スターバックス","POINT (139.534621 35.401435)"
"元町珈琲富山射水の離れ","POINT (137.08798 36.710986)"
"むさしの森珈琲","POINT (130.496166 33.507084)"
"やなか珈琲自由が丘店","POINT (139.66775 35.609201)"
"Puente Coffee","POINT (135.643308 34.681075)"
"FLORA COFFEE Oimachi","POINT (139.7301617 35.6076478)"
"スターバックス","POINT (139.91263 35.649752)"
"スターバックス","POINT (142.384412 43.729574)"
"薪ストーブと喫茶店暖らん","POINT (140.570131 37.237763)"
"一輪の花","POINT (137.057949 34.997307)"
"マリーマリー","POINT (137.186062 36.7101201)"
"ドトールコーヒーショップ 西中島南方駅前店","POINT (135.49812 34.727302)"
"ダンディ・ライオン","POINT (137.3774676 34.8404994)"
"ピースコーヒー ネッツタウン茂原店","POINT (140.2832071 35.4385107)"
"コーヒーハウス純","POINT (140.716724 38.743026)"
"コナズ珈琲堺","POINT (135.47606 34.520687)"
"ポートインくじら浜","POINT (135.94281 33.602813)"
"樹珈琲","POINT (139.391505 35.421872)"
"コーヒー専門店 フローラダニカ","POINT (135.49606 34.677495)"
"Cafe1869 by MARUZEN","POINT (139.76678 35.683478)"
"Wize","POINT (129.688562 33.749425)"
"Starbucks","POINT (139.65588 35.9237)"
"ラック珈琲店","POINT (135.17563 34.190529)"
"サボテン","POINT (135.492716 34.64507)"
"ジターヌ","POINT (127.801151 26.338345)"
"LiLo Coffee Roasters  【リロ コーヒー ロースターズ】","POINT (135.4979929 34.6739892)"
"金港堂珈琲","POINT (139.370445 35.443881)"
"辻本珈琲","POINT (135.4558983 34.4383807)"
"菓子工房yamaoガナッシュ船場店","POINT (135.5081411 34.6782456)"
"Bessocoffee","POINT (133.8820875 34.6414615)"
"Doutor","POINT (141.3531872 43.0600858)"
"スターバックス","POINT (135.485795 34.580508)"
"ドトール珈琲店","POINT (139.704275 35.619913)"
"MarumiCoffeeStandNakajimaPark","POINT (141.351923 43.041504)"
"Starbucks","POINT (132.39494 34.37317)"
"スターバックス","POINT (140.143303 39.713088)"
"area coffee","POINT (130.4058319 33.5779745)"
"コナズ珈琲ふじみ野","POINT (139.504671 35.870752)"
"煙草屋珈琲","POINT (135.443535 34.809835)"
"hajimari-no-mado","POINT (132.4559504 34.3928297)"
"Starbucks","POINT (139.67846 35.80775)"
"草紫苑","POINT (130.607489 32.50167)"
"Mädchen Bakery & Coffee Stand","POINT (139.8746493 36.5680052)"
"ハースブラウン船橋店","POINT (139.985398 35.700769)"
"Coffee STAND Genkan","POINT (140.6562653 36.5923982)"
"まるみ珈琲","POINT (139.198672 35.272042)"
"普明庵","POINT (130.367565 32.794293)"
"クランベリー","POINT (135.737665 34.596326)"
"ディア・ジョン","POINT (130.024491 33.2031977)"
"サンクレスト","POINT (139.767529 35.714695)"
"マカール","POINT (134.962951 34.87145)"
"Vousho Coffee Factory","POINT (137.100486 35.223024)"
"新潟珈琲問屋 サクラデラノーチェ","POINT (138.2442625 37.1112919)"
"アオスバシ aosubashi by オムスビ","POINT (140.99619 37.5647565)"
"Hicaru Coffee Roaster Osaka","POINT (135.5183411 34.6714749)"
"珈琲ボタン","POINT (136.9397736 35.3821836)"
"Cafe R hana.","POINT (140.2564583 36.3848973)"
"イシヰ珈琲","POINT (139.3998 36.304792)"
"Peihome","POINT (138.619565 35.251584)"
"千成屋珈琲店","POINT (135.5059278 34.6495567)"
"Cafe APOL","POINT (130.4196008 33.5782536)"
"baisado","POINT (135.7665297 35.0456986)"
"Maison de koko","POINT (135.4534151 34.8071265)"
"ジモカフェ & アトリエ木布ん","POINT (130.6690276 33.8307105)"
"インシャラー","POINT (127.686629 26.215934)"
"KALDI COFFEE FARM","POINT (136.651753 36.581375)"
"一般社団法人日本ネルドリップ珈琲普及協会の店","POINT (139.617416 35.703443)"
"鎌倉珈琲香房","POINT (139.547175 35.316861)"
"KAKO 柳橋店","POINT (136.889996 35.1693665)"
"アリーカフェ","POINT (136.6053975 36.5971997)"
"FACTORY KAFE 工船","POINT (135.7694473 35.0274833)"
"Beyond Coffee Roasters","POINT (135.1891174 34.6963921)"
"The INY Coffee","POINT (135.6923532 34.5260139)"
"パンダジュース","POINT (139.8107856 35.709675)"
"大和自家焙煎 桜座珈琲","POINT (135.8077954 34.6752942)"
"REINO COFFEE STORE","POINT (139.637445 35.737118)"
"ともしび","POINT (139.832237 36.464833)"
"Seattle's Best Coffee","POINT (131.50027 33.279692)"
"珈琲　樂","POINT (141.333493 38.919185)"
"コーヒーショップトレール","POINT (140.7503965 41.788501)"
"ナガハマコーヒー山王店","POINT (140.104121 39.720877)"
"OTENKI PARLOR","POINT (135.826229 34.683734)"
"Sesame だいにんぐ Orange","POINT (140.383042 37.397182)"
"カナディアン","POINT (134.148578 34.335773)"
"信州門前ベーカリー蔵","POINT (138.2341482 36.6572075)"
"比韻豆","POINT (136.829695 35.133836)"
"ちえの実","POINT (139.3518949 35.3321073)"
"Pavlova studios","POINT (135.7131342 35.0117557)"
"BUSH-ブッシュ","POINT (135.55997 33.514855)"
"倉式珈琲店 モラージュ菖蒲店","POINT (139.611967 36.075072)"
"B coffee and banana😊","POINT (139.7678087 35.6902123)"
"スターバックス","POINT (135.743862 34.528428)"
"ドトール珈琲農園明石魚住店","POINT (134.906904 34.705735)"
"ペーパームーン","POINT (137.0520333 35.23117)"
"わたなべ珈琲店","POINT (137.34638 34.818655)"
"豆屋珈琲","POINT (136.8279542 35.3902794)"
"星乃珈琲店鶴ヶ島店","POINT (139.390575 35.934413)"
"Tully's Coffee","POINT (139.626873 35.459317)"
"珈琲千茶古","POINT (139.089859 35.9923401)"
"小城鍋島家 Ten","POINT (130.1944239 33.2878979)"
"SIDE STAND COFFEE","POINT (132.4611359 34.3902929)"
"ドトールコーヒーショップ コモレ四谷店","POINT (139.729033 35.687806)"
"らんぷ天白店","POINT (136.975474 35.114164)"
"バンクーバー","POINT (135.163709 35.279634)"
"BECK'S COFFEE SHOP 千葉駅店","POINT (140.114017 35.613458)"
"コメダ珈琲奈良中央店","POINT (135.824455 34.673911)"
"スターバックス","POINT (139.398644 35.432008)"
"タリーズコーヒー阪急西宮ガーデンズ店","POINT (135.360036 34.743712)"
"おうち珈琲  珈豆 こまめ","POINT (135.6851247 34.3688516)"
"イノダコーヒ コーヒーサロン支店","POINT (135.762093 35.004132)"
"EXCELSIOR CAFFÉ","POINT (139.684838 35.607375)"
"COFFEE CHROME","POINT (139.655673 35.718934)"
"Miyauchi2632","POINT (140.1384313 38.074008)"
"珈琲屋 たなか","POINT (139.117585 36.343818)"
"NOG Coffee Brewers ノグコーヒーブリュワーズ","POINT (139.6547123 35.8591151)"
